ReceTime(s)	Throughput Rate(Mbps)
1556527281.430579	0
1556527281.431579	0
1556527281.433551	8.343818
1556527281.434551	0
1556527281.435551	0
1556527281.436551	0
1556527281.438040	7.383047
1556527281.439040	0
1556527281.440040	0
1556527281.441265	30.829009
1556527281.442670	62.903105
1556527281.443670	0
1556527281.444670	0
1556527281.446182	17.796606
1556527281.447468	140.387097
1556527281.448499	160.740056
1556527281.449780	160.899311
1556527281.451214	141.300083
1556527281.452214	0
1556527281.453646	40.884706
1556527281.454714	144.800000
1556527281.455714	0
1556527281.456714	0
1556527281.457714	0
1556527281.458714	0
1556527281.459714	0
1556527281.461473	13.075876
1556527281.462473	0
1556527281.463531	5.367933
1556527281.464531	0
1556527281.465531	0
1556527281.466531	0
1556527281.467531	0
1556527281.468531	0
1556527281.469531	0
1556527281.470531	0
1556527281.472500	1.231718
1556527281.474204	12.966559
1556527281.475204	0
1556527281.476204	0
1556527281.477726	3.136745
1556527281.478726	0
1556527281.479726	0
1556527281.480726	0
1556527281.481912	7.917526
1556527281.483002	168.818898
1556527281.484330	152.588869
1556527281.485925	117.744694
1556527281.486925	0
1556527281.488127	25.084452
1556527281.489127	0
1556527281.490127	0
1556527281.491466	3.308533
1556527281.493232	6.255704
1556527281.494232	0
1556527281.495232	0
1556527281.496505	37.128205
1556527281.497930	43.858792
1556527281.498930	0
1556527281.499930	0
1556527281.501885	14.923559
1556527281.502885	0
1556527281.503885	0
1556527281.505825	39.253540
1556527281.507074	147.325826
1556527281.508137	145.514581
1556527281.509465	160.907720
1556527281.510480	141.500587
1556527281.511508	182.679035
1556527281.512508	0
1556527281.513929	45.633248
1556527281.514929	0
1556527281.515929	0
1556527281.516929	0
1556527281.518258	7.655469
1556527281.519258	0
1556527281.520258	0
1556527281.521258	0
1556527281.522258	0
1556527281.523452	6.380904
1556527281.524452	0
1556527281.525452	0
1556527281.526452	0
1556527281.527452	0
1556527281.529129	1.945991
1556527281.530129	0
1556527281.531129	0
1556527281.532129	0
1556527281.533529	7.532268
1556527281.534529	0
1556527281.535529	0
1556527281.536529	0
1556527281.537529	0
1556527281.538529	0
1556527281.539529	0
1556527281.541470	1.391179
1556527281.543455	5.565886
1556527281.544455	0
1556527281.545668	14.976083
1556527281.547036	129.204601
1556527281.548053	173.787154
1556527281.549061	153.430464
1556527281.550509	53.408859
1556527281.551509	0
1556527281.552509	0
1556527281.553509	0
1556527281.554509	0
1556527281.555509	0
1556527281.556509	0
1556527281.557860	4.508563
1556527281.558909	157.963636
1556527281.559909	0
1556527281.561672	22.620071
1556527281.562866	132.702875
1556527281.563933	155.316201
1556527281.565021	148.809816
1556527281.566094	154.453333
1556527281.567132	152.635737
1556527281.568132	0
1556527281.569779	62.604936
1556527281.570779	0
1556527281.571779	0
1556527281.572779	0
1556527281.573782	8.279214
1556527281.574782	0
1556527281.575782	0
1556527281.577702	14.090743
1556527281.579658	5.647977
1556527281.580658	0
1556527281.581886	14.875120
1556527281.582886	0
1556527281.583886	0
1556527281.584886	0
1556527281.585906	8.244351
1556527281.586906	0
1556527281.587906	0
1556527281.588906	0
1556527281.589906	0
1556527281.590906	0
1556527281.591906	0
1556527281.593461	1.462257
1556527281.594461	0
1556527281.595461	0
1556527281.596461	0
1556527281.597534	21.699233
1556527281.598534	0
1556527281.599534	0
1556527281.600534	0
1556527281.601824	2.575081
1556527281.602824	0
1556527281.603824	0
1556527281.605789	11.145159
1556527281.606789	0
1556527281.607789	0
1556527281.609448	6.038444
1556527281.610448	0
1556527281.611465	27.385343
1556527281.612465	0
1556527281.614133	23.426631
1556527281.615556	139.729938
1556527281.616824	165.547950
1556527281.618107	137.751022
1556527281.619188	177.235112
1556527281.620337	144.229093
1556527281.621454	148.354322
1556527281.622470	108.744426
1556527281.623502	139.147147
1556527281.624633	136.741990
1556527281.625633	0
1556527281.626633	0
1556527281.627633	0
1556527281.628799	39.777943
1556527281.630080	25.871580
1556527281.631080	0
1556527281.632979	11.432519
1556527281.634526	7.140700
1556527281.635526	0
1556527281.636526	0
1556527281.638160	12.160084
1556527281.639160	0
1556527281.640160	0
1556527281.641160	0
1556527281.642160	0
1556527281.643695	7.983460
1556527281.644695	0
1556527281.645695	0
1556527281.646695	0
1556527281.647890	7.900426
1556527281.649497	6.874777
1556527281.650497	0
1556527281.651497	0
1556527281.652497	0
1556527281.653987	19.683942
1556527281.654987	0
1556527281.655987	0
1556527281.656987	0
1556527281.657987	0
1556527281.659456	2.019966
1556527281.660456	0
1556527281.661797	14.157042
1556527281.662879	20.421331
1556527281.663879	0
1556527281.664879	0
1556527281.666146	16.907247
1556527281.667168	183.787214
1556527281.668329	152.233265
1556527281.669352	151.177814
1556527281.670556	128.456238
1556527281.671570	185.213261
1556527281.672571	143.489281
1556527281.673821	106.052260
1556527281.675671	101.509278
1556527281.676671	0
1556527281.677711	16.246844
1556527281.678711	0
1556527281.679711	0
1556527281.680711	0
1556527281.682468	11.611868
1556527281.683468	0
1556527281.684468	0
1556527281.685530	3.607880
1556527281.686530	0
1556527281.687530	0
1556527281.688530	0
1556527281.689530	0
1556527281.691298	9.576324
1556527281.692298	0
1556527281.693545	9.832573
1556527281.694545	0
1556527281.695545	0
1556527281.696545	0
1556527281.697978	9.968483
1556527281.698978	0
1556527281.699978	0
1556527281.701555	9.265347
1556527281.702555	0
1556527281.703555	0
1556527281.704555	0
1556527281.706151	4.807387
1556527281.707151	0
1556527281.708151	0
1556527281.709822	9.028252
1556527281.710822	0
1556527281.711822	0
1556527281.712822	0
1556527281.713822	0
1556527281.714822	0
1556527281.716449	6.668010
1556527281.717705	26.387244
1556527281.718983	146.961194
1556527281.720015	149.850774
1556527281.721493	161.884175
1556527281.722540	130.244591
1556527281.723540	0
1556527281.724755	84.782262
1556527281.725996	35.608838
1556527281.727240	133.200460
1556527281.728257	173.827902
1556527281.729390	136.511785
1556527281.730390	0
1556527281.731479	21.153161
1556527281.732479	0
1556527281.733479	0
1556527281.734479	0
1556527281.735479	0
1556527281.737475	1.842459
1556527281.738681	128.227713
1556527281.739790	159.401419
1556527281.740799	164.234405
1556527281.742351	113.882642
1556527281.743351	0
1556527281.744351	0
1556527281.745688	3.310660
1556527281.746688	0
1556527281.747688	0
1556527281.748688	0
1556527281.749688	0
1556527281.750845	2.142210
1556527281.751845	0
1556527281.753766	3.781913
1556527281.754766	0
1556527281.755766	0
1556527281.756766	0
1556527281.757766	0
1556527281.758766	0
1556527281.759766	0
1556527281.761217	4.447971
1556527281.762283	62.182062
1556527281.763283	0
1556527281.764283	0
1556527281.765283	0
1556527281.766606	2.555482
1556527281.767606	0
1556527281.769484	7.677243
1556527281.770484	0
1556527281.771484	0
1556527281.772484	0
1556527281.773974	9.841971
1556527281.774974	0
1556527281.776744	7.976588
1556527281.777868	49.136797
1556527281.779126	158.083397
1556527281.780204	153.701902
1556527281.781368	161.350266
1556527281.782761	116.236180
1556527281.783784	165.713753
1556527281.784796	120.069729
1556527281.785796	0
1556527281.786796	0
1556527281.787796	0
1556527281.788796	0
1556527281.789796	0
1556527281.791456	19.905205
1556527281.792456	0
1556527281.793456	0
1556527281.795201	2.949834
1556527281.796201	0
1556527281.797477	4.853970
1556527281.798477	0
1556527281.799477	0
1556527281.800477	0
1556527281.801477	0
1556527281.802477	0
1556527281.803790	1.749915
1556527281.804790	0
1556527281.805790	0
1556527281.807448	3.020206
1556527281.808448	0
1556527281.809448	0
1556527281.810448	0
1556527281.812428	2.218307
1556527281.813863	7.698289
1556527281.814863	0
1556527281.815863	0
1556527281.817789	8.441610
1556527281.818809	158.758298
1556527281.820049	124.726783
1556527281.821102	167.884058
1556527281.822102	0
1556527281.823464	67.081458
1556527281.824464	0
1556527281.825464	0
1556527281.826464	0
1556527281.827464	0
1556527281.828464	0
1556527281.829489	5.500692
1556527281.830535	133.689537
1556527281.831535	0
1556527281.832535	0
1556527281.834126	37.969991
1556527281.835185	187.764070
1556527281.836494	135.041166
1556527281.837689	166.410215
1556527281.838781	148.257586
1556527281.840026	150.873779
1556527281.841211	68.441762
1556527281.842211	0
1556527281.843211	0
1556527281.844211	0
1556527281.845211	0
1556527281.846211	0
1556527281.847545	3.488369
1556527281.848545	0
1556527281.850245	4.091479
1556527281.851245	0
1556527281.852245	0
1556527281.853245	0
1556527281.854245	0
1556527281.855245	0
1556527281.856245	0
1556527281.857463	1.530554
1556527281.858687	9.025321
1556527281.859687	0
1556527281.860687	0
1556527281.861687	0
1556527281.863150	2.475346
1556527281.864150	0
1556527281.865150	0
1556527281.866943	2.912565
1556527281.867943	0
1556527281.868943	0
1556527281.869943	0
1556527281.870943	0
1556527281.871943	0
1556527281.873651	4.940574
1556527281.874668	162.963658
1556527281.875714	137.276208
1556527281.876997	134.826984
1556527281.878764	64.664957
1556527281.879764	0
1556527281.880764	0
1556527281.881764	0
1556527281.883485	2.339966
1556527281.884485	0
1556527281.885874	13.873054
1556527281.887291	132.544506
1556527281.888320	168.096386
1556527281.889608	140.179193
1556527281.890632	151.037020
1556527281.891632	0
1556527281.893076	40.681299
1556527281.894290	100.097408
1556527281.895638	139.319420
1556527281.896659	140.674451
1556527281.898081	137.162783
1556527281.899081	0
1556527281.900081	0
1556527281.901282	14.987040
1556527281.902282	0
1556527281.903282	0
1556527281.904282	0
1556527281.906127	6.840608
1556527281.907127	0
1556527281.908127	0
1556527281.909689	9.304418
1556527281.910689	0
1556527281.911689	0
1556527281.913641	11.181467
1556527281.914641	0
1556527281.915641	0
1556527281.916641	0
1556527281.917641	0
1556527281.919308	1.949430
1556527281.920308	0
1556527281.921768	8.981586
1556527281.922768	0
1556527281.923768	0
1556527281.925598	2.884462
1556527281.926598	0
1556527281.927598	0
1556527281.928598	0
1556527281.929598	0
1556527281.931460	5.653719
1556527281.932460	0
1556527281.934170	12.229084
1556527281.935170	0
1556527281.936170	0
1556527281.937840	30.101994
1556527281.938907	165.670615
1556527281.940105	135.157811
1556527281.941221	181.568041
1556527281.942521	99.057400
1556527281.943521	0
1556527281.944521	0
1556527281.945778	18.122401
1556527281.946796	141.069789
1556527281.947848	164.401541
1556527281.949106	134.744503
1556527281.950112	120.781043
1556527281.951125	152.708098
1556527281.952165	148.717102
1556527281.953234	51.668153
1556527281.954423	18.582715
1556527281.955423	0
1556527281.956423	0
1556527281.957423	0
1556527281.958423	0
1556527281.959423	0
1556527281.960423	0
1556527281.961422	0
1556527281.962422	0
1556527281.963422	0
1556527281.964422	0
1556527281.965422	0
1556527281.966422	0
1556527281.967466	2.540955
1556527281.968466	0
1556527281.969466	0
1556527281.970466	0
1556527281.971850	2.520041
1556527281.973760	5.784047
1556527281.974760	0
1556527281.975760	0
1556527281.976760	0
1556527281.978328	2.418372
1556527281.979328	0
1556527281.980328	0
1556527281.982016	2.995410
1556527281.983016	0
1556527281.984016	0
1556527281.985016	0
1556527281.986016	0
1556527281.987016	0
1556527281.988262	1.768752
1556527281.989561	8.503579
1556527281.990853	145.361137
1556527281.992096	133.328218
1556527281.993157	145.776180
1556527281.994191	135.230805
1556527281.995191	0
1556527281.996191	0
1556527281.997736	13.532585
1556527281.998982	141.862993
1556527281.999982	0
1556527282.001774	27.696354
1556527282.002849	184.974052
1556527282.003901	147.031732
1556527282.005247	147.723698
1556527282.006637	135.113551
1556527282.007684	158.287406
1556527282.009494	42.722866
1556527282.010494	0
1556527282.011494	0
1556527282.012494	0
1556527282.014259	2.318423
1556527282.015259	0
1556527282.016259	0
1556527282.017751	3.163731
1556527282.018751	0
1556527282.019751	0
1556527282.021630	2.847941
1556527282.022630	0
1556527282.023630	0
1556527282.025626	2.764678
1556527282.026626	0
1556527282.027626	0
1556527282.029495	2.855312
1556527282.030495	0
1556527282.031495	0
1556527282.032495	0
1556527282.033976	2.465337
1556527282.034976	0
1556527282.035976	0
1556527282.036976	0
1556527282.037976	0
1556527282.039724	1.921938
1556527282.040724	0
1556527282.041954	4.954132
1556527282.042954	0
1556527282.043954	0
1556527282.044954	0
1556527282.045954	0
1556527282.046954	0
1556527282.047954	0
1556527282.049471	1.469678
1556527282.050663	139.008000
1556527282.051697	149.574360
1556527282.052707	153.140699
1556527282.053834	137.233763
1556527282.054860	139.955390
1556527282.055860	0
1556527282.057450	21.327442
1556527282.058643	144.984812
1556527282.059714	158.261799
1556527282.060723	153.285444
1556527282.061825	100.250974
1556527282.062897	144.284698
1556527282.063934	134.826667
1556527282.065464	103.564906
1556527282.066464	0
1556527282.067464	0
1556527282.068464	0
1556527282.069464	0
1556527282.070464	0
1556527282.071464	0
1556527282.073446	2.768064
1556527282.074446	0
1556527282.075446	0
1556527282.076773	3.320625
1556527282.078004	26.923881
1556527282.079004	0
1556527282.080004	0
1556527282.081691	8.988555
1556527282.082691	0
1556527282.083691	0
1556527282.084691	0
1556527282.085691	0
1556527282.087138	2.028189
1556527282.088138	0
1556527282.089173	5.428304
1556527282.090173	0
1556527282.091173	0
1556527282.092173	0
1556527282.093298	2.678227
1556527282.094984	19.656109
1556527282.095984	0
1556527282.097627	12.540189
1556527282.098627	0
1556527282.099627	0
1556527282.100627	0
1556527282.101627	0
1556527282.102627	0
1556527282.103626	0
1556527282.105469	2.817463
1556527282.106469	0
1556527282.107469	0
1556527282.108469	0
1556527282.109771	20.543560
1556527282.111216	157.925095
1556527282.112416	150.456587
1556527282.113464	137.026388
1556527282.114483	65.048198
1556527282.115625	164.483608
1556527282.116677	157.498300
1556527282.117970	136.709570
1556527282.119529	139.294693
1556527282.120529	0
1556527282.121529	0
1556527282.122726	59.928705
1556527282.123726	0
1556527282.124726	0
1556527282.125726	0
1556527282.126726	0
1556527282.127726	0
1556527282.128943	1.776960
1556527282.129943	0
1556527282.130943	0
1556527282.131943	0
1556527282.133500	4.848383
1556527282.134500	0
1556527282.135500	0
1556527282.136500	0
1556527282.137500	0
1556527282.138500	0
1556527282.139500	0
1556527282.141499	1.381103
1556527282.142499	0
1556527282.144291	3.956960
1556527282.145291	0
1556527282.146291	0
1556527282.147291	0
1556527282.148760	2.471913
1556527282.150300	7.173866
1556527282.151300	0
1556527282.152300	0
1556527282.153300	0
1556527282.154300	0
1556527282.155300	0
1556527282.156300	0
1556527282.157724	4.464256
1556527282.158961	151.804201
1556527282.160031	154.866310
1556527282.161107	154.008420
1556527282.162107	0
1556527282.163107	0
1556527282.164107	0
1556527282.165494	31.874783
1556527282.166680	139.706533
1556527282.167724	162.382823
1556527282.169014	145.576049
1556527282.170051	149.127356
1556527282.171216	148.486287
1556527282.172249	149.712439
1556527282.173820	65.699803
1556527282.175817	44.255969
1556527282.176817	0
1556527282.177968	15.407670
1556527282.178968	0
1556527282.179968	0
1556527282.180968	0
1556527282.181968	0
1556527282.183163	10.632888
1556527282.184163	0
1556527282.185509	4.708943
1556527282.186509	0
1556527282.187509	0
1556527282.188509	0
1556527282.189509	0
1556527282.191286	5.736783
1556527282.192286	0
1556527282.193286	0
1556527282.194286	0
1556527282.195286	0
1556527282.196286	0
1556527282.197634	5.220958
1556527282.198634	0
1556527282.199634	0
1556527282.201468	5.762826
1556527282.202729	26.282473
1556527282.203729	0
1556527282.204729	0
1556527282.205729	0
1556527282.206895	2.651711
1556527282.207895	0
1556527282.208895	0
1556527282.209895	0
1556527282.210895	0
1556527282.212417	2.000691
1556527282.213639	27.118221
1556527282.214639	0
1556527282.215639	0
1556527282.216639	0
1556527282.217720	2.707016
1556527282.219149	139.147147
1556527282.220167	184.519091
1556527282.221455	137.215621
1556527282.222531	164.275648
1556527282.223633	120.301168
1556527282.224936	152.616285
1556527282.226020	142.666373
1556527282.227434	117.207420
1556527282.228442	197.267739
1556527282.229536	141.360645
1556527282.230536	0
1556527282.231536	0
1556527282.232536	0
1556527282.233536	0
1556527282.234536	0
1556527282.236067	1.691527
1556527282.237480	7.819102
1556527282.238480	0
1556527282.239480	0
1556527282.240480	0
1556527282.241480	0
1556527282.243192	1.934051
1556527282.244192	0
1556527282.245192	0
1556527282.246192	0
1556527282.247192	0
1556527282.248192	0
1556527282.249449	1.765585
1556527282.250449	0
1556527282.251756	4.788756
1556527282.252756	0
1556527282.253763	5.504395
1556527282.254763	0
1556527282.255763	0
1556527282.257682	2.818834
1556527282.258711	150.302132
1556527282.259714	121.183072
1556527282.260899	158.461477
1556527282.261899	0
1556527282.263424	70.007177
1556527282.264424	0
1556527282.265424	0
1556527282.266875	9.603316
1556527282.267875	0
1556527282.269723	3.879113
1556527282.270723	0
1556527282.271723	0
1556527282.273523	31.977916
1556527282.274523	0
1556527282.275523	0
1556527282.276523	0
1556527282.278032	39.201354
1556527282.279489	37.911962
1556527282.280489	0
1556527282.281571	5.306459
1556527282.282731	133.313605
1556527282.283953	162.741073
1556527282.285085	165.903960
1556527282.286109	114.976484
1556527282.287187	153.701902
1556527282.288241	160.839819
1556527282.289395	124.430490
1556527282.290629	161.168696
1556527282.291629	0
1556527282.292629	0
1556527282.293629	0
1556527282.294629	0
1556527282.295629	0
1556527282.296628	0
1556527282.298159	7.335592
1556527282.299159	0
1556527282.300159	0
1556527282.301663	3.152752
1556527282.302663	0
1556527282.303663	0
1556527282.305495	5.765694
1556527282.306495	0
1556527282.307495	0
1556527282.308495	0
1556527282.309730	5.217137
1556527282.310730	0
1556527282.311730	0
1556527282.312730	0
1556527282.314187	4.957313
1556527282.315187	0
1556527282.316187	0
1556527282.317187	0
1556527282.318578	2.515936
1556527282.319578	0
1556527282.320578	0
1556527282.321578	0
1556527282.322578	0
1556527282.323578	0
1556527282.325453	1.606880
1556527282.326506	115.420290
1556527282.327659	153.303557
1556527282.328936	126.781408
1556527282.330138	177.793295
1556527282.331138	0
1556527282.332138	0
1556527282.333949	17.392305
1556527282.334969	173.299673
1556527282.335969	0
1556527282.337474	35.280099
1556527282.338474	0
1556527282.339474	0
1556527282.340474	0
1556527282.342028	12.129843
1556527282.343028	0
1556527282.344464	13.604228
1556527282.345513	31.592727
1556527282.346855	123.496802
1556527282.347867	174.646879
1556527282.349213	131.333215
1556527282.350482	165.392448
1556527282.351482	0
1556527282.352482	0
1556527282.353482	0
1556527282.354664	13.207913
1556527282.355664	0
1556527282.357544	7.672158
1556527282.358544	0
1556527282.359544	0
1556527282.360544	0
1556527282.361544	0
1556527282.363445	1.872086
1556527282.364445	0
1556527282.365445	0
1556527282.366445	0
1556527282.367445	0
1556527282.368445	0
1556527282.369471	5.499822
1556527282.370471	0
1556527282.371708	54.327009
1556527282.372708	0
1556527282.373708	0
1556527282.375207	3.157264
1556527282.376207	0
1556527282.377207	0
1556527282.378791	9.246857
1556527282.379791	0
1556527282.380791	0
1556527282.381875	14.328875
1556527282.382875	0
1556527282.383875	0
1556527282.385752	16.121026
1556527282.387011	149.159629
1556527282.388286	155.955123
1556527282.389783	128.000000
1556527282.390804	173.097362
1556527282.391822	115.649649
1556527282.393785	52.580590
1556527282.394785	0
1556527282.395785	0
1556527282.396785	0
1556527282.397785	0
1556527282.398785	0
1556527282.399785	0
1556527282.400810	4.717733
1556527282.401810	0
1556527282.402810	0
1556527282.403810	0
1556527282.405791	8.871530
1556527282.407213	144.955064
1556527282.408235	165.829718
1556527282.409597	129.792717
1556527282.410597	0
1556527282.411597	0
1556527282.412597	0
1556527282.414106	29.401015
1556527282.415106	0
1556527282.416106	0
1556527282.417497	13.031287
1556527282.418497	0
1556527282.419497	0
1556527282.421473	8.335312
1556527282.422473	0
1556527282.423473	0
1556527282.424473	0
1556527282.425673	18.412352
1556527282.426673	0
1556527282.427673	0
1556527282.428673	0
1556527282.429673	0
1556527282.430693	11.003562
1556527282.431693	0
1556527282.432693	0
1556527282.433693	0
1556527282.434693	0
1556527282.435693	0
1556527282.436692	0
1556527282.437692	0
1556527282.438692	0
1556527282.439692	0
1556527282.441268	1.044662
1556527282.442323	94.242712
1556527282.443665	131.706520
1556527282.445075	148.864390
1556527282.446125	178.862852
1556527282.447467	145.350151
1556527282.448503	142.287687
1556527282.449697	120.281150
1556527282.450697	0
1556527282.451697	0
1556527282.453625	14.062519
1556527282.454625	0
1556527282.455625	0
1556527282.456625	0
1556527282.457933	7.693176
1556527282.458933	0
1556527282.459933	0
1556527282.461458	15.669936
1556527282.462458	0
1556527282.463458	0
1556527282.464458	0
1556527282.465815	25.354856
1556527282.466815	0
1556527282.467815	0
1556527282.469791	16.671624
1556527282.470802	152.960151
1556527282.472183	141.259669
1556527282.473523	151.231317
1556527282.474523	0
1556527282.475523	0
1556527282.476523	0
1556527282.477712	29.009448
1556527282.478960	26.553582
1556527282.479960	0
1556527282.481219	4.890343
1556527282.482633	44.198955
1556527282.483633	0
1556527282.484633	0
1556527282.485633	0
1556527282.486633	0
1556527282.488150	4.690955
1556527282.489150	0
1556527282.490150	0
1556527282.491150	0
1556527282.492150	0
1556527282.493958	10.760806
1556527282.494958	0
1556527282.495958	0
1556527282.497703	30.508785
1556527282.498707	132.042745
1556527282.499946	160.486434
1556527282.501169	153.580035
1556527282.502275	116.438888
1556527282.503828	45.116365
1556527282.504828	0
1556527282.506084	14.691186
1556527282.507084	0
1556527282.508084	0
1556527282.509945	17.167840
1556527282.511463	14.555049
1556527282.512463	0
1556527282.513492	5.444249
1556527282.514492	0
1556527282.515652	15.344740
1556527282.516652	0
1556527282.517699	5.396692
1556527282.518699	0
1556527282.519699	0
1556527282.520699	0
1556527282.521851	10.642779
1556527282.522851	0
1556527282.523851	0
1556527282.525486	3.039223
1556527282.526893	117.783427
1556527282.527947	164.104049
1556527282.529162	136.389325
1556527282.530213	182.259923
1556527282.531213	0
1556527282.532213	0
1556527282.533221	22.036779
1556527282.534221	0
1556527282.535221	0
1556527282.536221	0
1556527282.537221	0
1556527282.538221	0
1556527282.540099	14.455907
1556527282.541862	18.797566
1556527282.542862	0
1556527282.543862	0
1556527282.545632	14.652163
1556527282.546632	0
1556527282.547632	0
1556527282.548777	3.512432
1556527282.549998	36.192931
1556527282.550998	0
1556527282.551998	0
1556527282.553946	16.789420
1556527282.554946	0
1556527282.555946	0
1556527282.557687	32.483334
1556527282.558698	163.924528
1556527282.560014	134.307246
1556527282.561064	147.298819
1556527282.562064	0
1556527282.563064	0
1556527282.564064	0
1556527282.565650	24.089420
1556527282.566650	0
1556527282.567650	0
1556527282.568650	0
1556527282.569770	18.769284
1556527282.570770	0
1556527282.571770	0
1556527282.572770	0
1556527282.573770	0
1556527282.574770	0
1556527282.575770	0
1556527282.577540	5.687318
1556527282.578830	145.576049
1556527282.579847	184.648851
1556527282.580923	133.473964
1556527282.581980	125.430183
1556527282.582980	0
1556527282.583980	0
1556527282.585655	36.073180
1556527282.586655	0
1556527282.587655	0
1556527282.588655	0
1556527282.589912	18.165892
1556527282.590912	0
1556527282.591912	0
1556527282.593658	8.847251
1556527282.594658	0
1556527282.595658	0
1556527282.597487	14.425903
1556527282.598487	0
1556527282.599487	0
1556527282.600487	0
1556527282.601487	0
1556527282.602487	0
1556527282.603736	3.535750
1556527282.604736	0
1556527282.605736	0
1556527282.607114	6.540476
1556527282.608114	0
1556527282.609850	16.151983
1556527282.611075	171.347606
1556527282.612083	164.389782
1556527282.613188	129.960734
1556527282.614215	161.374507
1556527282.615240	150.861395
1556527282.616535	136.508194
1556527282.617535	0
1556527282.618535	0
1556527282.619535	0
1556527282.620966	37.397902
1556527282.621966	0
1556527282.622966	0
1556527282.623966	0
1556527282.625634	4.733235
1556527282.626634	0
1556527282.627634	0
1556527282.628634	0
1556527282.629634	0
1556527282.630634	0
1556527282.631634	0
1556527282.632895	3.042916
1556527282.633916	43.284447
1556527282.634916	0
1556527282.635916	0
1556527282.637477	37.227638
1556527282.638477	0
1556527282.639477	0
1556527282.640477	0
1556527282.641477	0
1556527282.642477	0
1556527282.644400	14.361814
1556527282.646182	18.596388
1556527282.647182	0
1556527282.648182	0
1556527282.649472	10.073773
1556527282.650489	173.787154
1556527282.651500	120.211321
1556527282.652523	151.177814
1556527282.654081	134.718286
1556527282.655081	0
1556527282.656081	0
1556527282.657081	0
1556527282.658081	0
1556527282.659968	5.629906
1556527282.660968	0
1556527282.662037	5.339479
1556527282.663037	0
1556527282.664037	0
1556527282.665792	14.709841
1556527282.666802	149.393768
1556527282.668034	125.523220
1556527282.669396	154.128852
1556527282.670396	0
1556527282.671396	0
1556527282.672838	29.985177
1556527282.674158	72.449341
1556527282.675158	0
1556527282.676158	0
1556527282.677158	0
1556527282.678158	0
1556527282.679158	0
1556527282.680158	0
1556527282.681472	5.048734
1556527282.682579	9.979754
1556527282.683579	0
1556527282.684579	0
1556527282.685966	9.785161
1556527282.686966	0
1556527282.687966	0
1556527282.689213	34.023056
1556527282.690277	124.587049
1556527282.691282	164.896797
1556527282.692547	119.267245
1556527282.693870	161.516670
1556527282.694870	0
1556527282.695870	0
1556527282.697757	14.210881
1556527282.698757	0
1556527282.699757	0
1556527282.701644	11.368705
1556527282.702644	0
1556527282.703644	0
1556527282.705453	2.900351
1556527282.706453	0
1556527282.707453	0
1556527282.708453	0
1556527282.709912	14.864781
1556527282.710912	0
1556527282.711912	0
1556527282.713807	31.198874
1556527282.714807	0
1556527282.715807	0
1556527282.716934	42.396645
1556527282.718132	89.052338
1556527282.719132	0
1556527282.720132	0
1556527282.721386	7.953107
1556527282.722410	151.037020
1556527282.723490	143.201766
1556527282.724703	127.496855
1556527282.725714	142.067925
1556527282.726721	131.636364
1556527282.727721	0
1556527282.729208	8.884287
1556527282.730208	0
1556527282.731208	0
1556527282.732208	0
1556527282.733474	12.948080
1556527282.734474	0
1556527282.735474	0
1556527282.736474	0
1556527282.737813	12.730370
1556527282.738813	0
1556527282.739813	0
1556527282.741500	5.992757
1556527282.742500	0
1556527282.743500	0
1556527282.744500	0
1556527282.746067	21.769889
1556527282.747067	0
1556527282.748766	23.157597
1556527282.749766	0
1556527282.750766	0
1556527282.751766	0
1556527282.753447	5.528369
1556527282.754447	0
1556527282.755447	0
1556527282.756447	0
1556527282.758042	14.425154
1556527282.759462	15.559436
1556527282.760462	0
1556527282.761847	13.896631
1556527282.762847	0
1556527282.763847	0
1556527282.764847	0
1556527282.765922	15.337234
1556527282.766998	147.258143
1556527282.768276	152.644776
1556527282.769413	178.217656
1556527282.770719	123.981015
1556527282.771883	79.180664
1556527282.772883	0
1556527282.773883	0
1556527282.774883	0
1556527282.776734	9.109156
1556527282.778125	44.933836
1556527282.779445	125.549133
1556527282.780697	167.628332
1556527282.781900	168.467790
1556527282.782937	170.431264
1556527282.783937	0
1556527282.785036	52.630622
1556527282.786036	0
1556527282.787036	0
1556527282.788036	0
1556527282.789749	7.032327
1556527282.790749	0
1556527282.792456	12.243086
1556527282.794134	6.583689
1556527282.795134	0
1556527282.796134	0
1556527282.797829	8.969415
1556527282.798829	0
1556527282.800671	46.643067
1556527282.801671	0
1556527282.802671	0
1556527282.803671	0
1556527282.805449	2.312176
1556527282.806449	0
1556527282.807932	22.246975
1556527282.808932	0
1556527282.809932	0
1556527282.811468	3.124267
1556527282.812468	0
1556527282.813468	0
1556527282.814468	0
1556527282.815469	2.761054
1556527282.816469	0
1556527282.818143	4.131609
1556527282.819143	0
1556527282.820143	0
1556527282.821143	0
1556527282.822143	0
1556527282.823459	2.078127
1556527282.824459	0
1556527282.826133	12.393723
1556527282.827537	133.759891
1556527282.828623	162.760922
1556527282.829985	146.016807
1556527282.831235	156.051116
1556527282.832296	170.168090
1556527282.833347	133.022454
1556527282.834410	107.499327
1556527282.835410	0
1556527282.836410	0
1556527282.837679	33.794763
1556527282.838679	0
1556527282.839679	0
1556527282.841525	8.616910
1556527282.842525	0
1556527282.843525	0
1556527282.844525	0
1556527282.845938	10.013723
1556527282.846938	0
1556527282.847938	0
1556527282.849868	8.432905
1556527282.850868	0
1556527282.851868	0
1556527282.852972	3.559106
1556527282.854168	73.901116
1556527282.855168	0
1556527282.856168	0
1556527282.857515	6.601040
