ReceTime(s)	Throughput Rate(Mbps)
1556527278.737965	4.456242
1556527278.738965	0
1556527278.739965	0
1556527278.740965	0
1556527278.741965	0
1556527278.742965	0
1556527278.743965	0
1556527278.744965	0
1556527278.745965	0
1556527278.746964	0
1556527278.748783	4.084806
1556527278.749977	37.009585
1556527278.750977	0
1556527278.751977	0
1556527278.753725	11.790331
1556527278.754725	0
1556527278.755725	0
1556527278.756990	30.453045
1556527278.757990	0
1556527278.758990	0
1556527278.760892	22.649884
1556527278.762149	70.299260
1556527278.763149	0
1556527278.764149	0
1556527278.766117	21.319233
1556527278.767117	0
1556527278.768117	0
1556527278.769394	7.897555
1556527278.770402	142.471145
1556527278.771636	134.281298
1556527278.772659	140.379399
1556527278.773789	166.219034
1556527278.774842	157.355671
1556527278.775842	0
1556527278.777450	16.943413
1556527278.778450	0
1556527278.779450	0
1556527278.780450	0
1556527278.781459	5.511270
1556527278.782834	32.138720
1556527278.783834	0
1556527278.784834	0
1556527278.785834	0
1556527278.786834	0
1556527278.787834	0
1556527278.789488	4.980759
1556527278.790488	0
1556527278.791488	0
1556527278.792488	0
1556527278.793488	0
1556527278.795471	20.311469
1556527278.796471	0
1556527278.797471	0
1556527278.798899	9.668104
1556527278.799899	0
1556527278.800899	0
1556527278.801986	14.314489
1556527278.802986	0
1556527278.804258	53.483316
1556527278.805740	29.817246
1556527278.806761	129.853340
1556527278.807795	181.626009
1556527278.808884	142.041603
1556527278.810126	148.145873
1556527278.811126	0
1556527278.812126	0
1556527278.813899	33.211248
1556527278.814899	0
1556527278.815899	0
1556527278.816899	0
1556527278.817994	21.581742
1556527278.818994	0
1556527278.819994	0
1556527278.821648	21.164894
1556527278.822648	0
1556527278.823648	0
1556527278.824987	23.159729
1556527278.826178	55.647718
1556527278.827563	156.799449
1556527278.828617	146.732413
1556527278.829618	136.232492
1556527278.830618	0
1556527278.831902	77.387891
1556527278.832902	0
1556527278.833902	0
1556527278.835475	12.367810
1556527278.836475	0
1556527278.837676	15.057192
1556527278.838676	0
1556527278.839676	0
1556527278.840676	0
1556527278.842427	11.626436
1556527278.843427	0
1556527278.844427	0
1556527278.845683	10.178517
1556527278.847523	24.017623
1556527278.849507	5.567892
1556527278.850507	0
1556527278.851507	0
1556527278.852507	0
1556527278.853864	20.284995
1556527278.854864	0
1556527278.855864	0
1556527278.857229	3.282981
1556527278.858446	54.470219
1556527278.859446	0
1556527278.860446	0
1556527278.862063	9.162745
1556527278.863197	116.887114
1556527278.864197	0
1556527278.865813	12.669340
1556527278.867093	146.714844
1556527278.868332	151.599692
1556527278.869394	166.414366
1556527278.870560	113.707975
1556527278.872158	34.563628
1556527278.873158	0
1556527278.874158	0
1556527278.875496	9.929143
1556527278.876496	0
1556527278.877707	4.996334
1556527278.878707	0
1556527278.879707	0
1556527278.881593	2.842874
1556527278.882598	153.903677
1556527278.883598	0
1556527278.884598	0
1556527278.885598	0
1556527278.886598	0
1556527278.887598	0
1556527278.889508	7.993651
1556527278.890811	144.137603
1556527278.892075	131.090155
1556527278.893127	157.533998
1556527278.894404	34.604929
1556527278.895404	0
1556527278.896404	0
1556527278.897796	13.027624
1556527278.898796	0
1556527278.899796	0
1556527278.900796	0
1556527278.902068	20.688023
1556527278.903068	0
1556527278.904068	0
1556527278.905068	0
1556527278.906142	8.134831
1556527278.907142	0
1556527278.908142	0
1556527278.909879	11.824933
1556527278.910879	0
1556527278.911879	0
1556527278.912879	0
1556527278.913941	18.106474
1556527278.914941	0
1556527278.915941	0
1556527278.916941	0
1556527278.917941	0
1556527278.919584	4.585914
1556527278.920584	0
1556527278.922180	28.332109
1556527278.923181	147.235056
1556527278.924181	0
1556527278.925630	9.021807
1556527278.926630	0
1556527278.927630	0
1556527278.928630	0
1556527278.930067	14.939065
1556527278.931067	0
1556527278.932067	0
1556527278.933067	0
1556527278.934163	8.091269
1556527278.935467	166.547449
1556527278.936543	136.990915
1556527278.938467	91.868154
1556527278.939467	0
1556527278.940467	0
1556527278.941467	0
1556527278.942467	0
1556527278.943467	0
1556527278.944467	0
1556527278.945481	1.575037
1556527278.946539	156.646383
1556527278.947650	119.320172
1556527278.948705	167.542599
1556527278.949820	128.793671
1556527278.950820	0
1556527278.951820	0
1556527278.953457	9.112291
1556527278.954825	45.693568
1556527278.955825	0
1556527278.956825	0
1556527278.958385	13.475489
1556527278.959385	0
1556527278.960385	0
1556527278.961530	3.512698
1556527278.962530	0
1556527278.963530	0
1556527278.964530	0
1556527278.965789	10.375280
1556527278.966789	0
1556527278.967789	0
1556527278.969689	5.665587
1556527278.971510	48.532076
1556527278.972510	0
1556527278.973867	14.061097
1556527278.974867	0
1556527278.975867	0
1556527278.976867	0
1556527278.977923	16.342347
1556527278.978923	0
1556527278.979923	0
1556527278.981664	8.859091
1556527278.982984	142.263319
1556527278.984066	142.949317
1556527278.985100	138.890477
1556527278.986100	0
1556527278.987100	0
1556527278.988100	0
1556527278.989100	0
1556527278.990134	32.166714
1556527278.991166	149.850774
1556527278.992224	170.666667
1556527278.993258	149.574360
1556527278.994258	0
1556527278.995258	0
1556527278.997244	22.172987
1556527278.999119	29.457088
1556527279.000119	0
1556527279.001752	8.391922
1556527279.002752	0
1556527279.003752	0
1556527279.004752	0
1556527279.005752	0
1556527279.006752	0
1556527279.008749	17.367316
1556527279.010073	25.032955
1556527279.011139	31.091031
1556527279.012139	0
1556527279.013815	8.256593
1556527279.014815	0
1556527279.015815	0
1556527279.016815	0
1556527279.017815	0
1556527279.019521	3.872143
1556527279.020521	0
1556527279.021521	0
1556527279.022521	0
1556527279.023521	0
1556527279.025337	1.899483
1556527279.026705	104.978738
1556527279.027992	142.986291
1556527279.029058	165.818832
1556527279.030282	147.496689
1556527279.031282	0
1556527279.032282	0
1556527279.033663	22.872294
1556527279.034663	0
1556527279.035663	0
1556527279.036663	0
1556527279.037983	12.786578
1556527279.038990	142.606061
1556527279.040227	148.774094
1556527279.041450	165.676413
1556527279.042615	151.734752
1556527279.043713	160.958749
1556527279.044713	0
1556527279.045779	53.474899
1556527279.047485	25.900503
1556527279.048485	0
1556527279.049577	5.281058
1556527279.050577	0
1556527279.051577	0
1556527279.052577	0
1556527279.053848	18.106062
1556527279.054848	0
1556527279.055848	0
1556527279.057507	9.057666
1556527279.058507	0
1556527279.059507	0
1556527279.060507	0
1556527279.061507	0
1556527279.062507	0
1556527279.063507	0
1556527279.065217	12.895788
1556527279.066231	10.894898
1556527279.067231	0
1556527279.068231	0
1556527279.069231	0
1556527279.070231	0
1556527279.071231	0
1556527279.072231	0
1556527279.073488	6.089231
1556527279.074488	0
1556527279.075488	0
1556527279.076608	10.622650
1556527279.077693	40.725994
1556527279.078693	0
1556527279.079693	0
1556527279.081514	2.891302
1556527279.082514	0
1556527279.083514	0
1556527279.084514	0
1556527279.085536	19.226556
1556527279.086754	126.972793
1556527279.087866	178.826758
1556527279.089188	133.701713
1556527279.090203	141.500587
1556527279.091461	131.736164
1556527279.092461	0
1556527279.093785	23.766927
1556527279.094785	0
1556527279.095785	0
1556527279.097466	51.020921
1556527279.098484	151.921311
1556527279.099597	148.894602
1556527279.100612	141.500587
1556527279.101779	132.523800
1556527279.102779	0
1556527279.103779	0
1556527279.104779	0
1556527279.106146	37.945078
1556527279.107146	0
1556527279.108146	0
1556527279.109467	6.653170
1556527279.110467	0
1556527279.112184	12.197964
1556527279.113184	0
1556527279.114184	0
1556527279.115184	0
1556527279.116848	9.474696
1556527279.118039	18.552953
1556527279.119039	0
1556527279.120039	0
1556527279.121039	0
1556527279.122039	0
1556527279.123039	0
1556527279.124797	1.634657
1556527279.125797	0
1556527279.126797	0
1556527279.127797	0
1556527279.128797	0
1556527279.129797	0
1556527279.130797	0
1556527279.131797	0
1556527279.133491	7.624188
1556527279.134491	0
1556527279.135491	0
1556527279.137135	9.095001
1556527279.138139	66.021373
1556527279.139139	0
1556527279.140139	0
1556527279.141902	8.807451
1556527279.142960	132.153222
1556527279.143960	0
1556527279.145913	16.246750
1556527279.147013	147.197226
1556527279.148157	177.140475
1556527279.149843	104.832579
1556527279.150997	162.750413
1556527279.151997	0
1556527279.153228	34.660398
1556527279.154449	117.627026
1556527279.155449	0
1556527279.157334	30.632840
1556527279.158334	0
1556527279.159334	0
1556527279.160334	0
1556527279.161334	0
1556527279.162334	0
1556527279.163459	7.214636
1556527279.164459	0
1556527279.165869	13.752275
1556527279.167434	21.177331
1556527279.168434	0
1556527279.169791	14.061097
1556527279.170818	172.092851
1556527279.171842	151.037020
1556527279.172877	160.110574
1556527279.174670	49.293617
1556527279.175670	0
1556527279.176670	0
1556527279.177670	0
1556527279.178670	0
1556527279.179670	0
1556527279.180670	0
1556527279.181669	0
1556527279.183446	1.258823
1556527279.184446	0
1556527279.185446	0
1556527279.186446	0
1556527279.188026	4.824154
1556527279.189725	6.502386
1556527279.190725	0
1556527279.191725	0
1556527279.192725	0
1556527279.193725	0
1556527279.194725	0
1556527279.195724	0
1556527279.197451	1.429859
1556527279.198451	0
1556527279.199451	0
1556527279.201438	2.770960
1556527279.202499	121.384270
1556527279.203552	150.458682
1556527279.204585	171.099931
1556527279.206091	114.867638
1556527279.207193	193.910861
1556527279.208388	120.161181
1556527279.209545	171.897774
1556527279.210545	0
1556527279.211545	0
1556527279.212545	0
1556527279.213545	0
1556527279.214545	0
1556527279.215821	1.760219
1556527279.217747	17.208220
1556527279.218945	147.537512
1556527279.219989	158.721169
1556527279.221391	123.385034
1556527279.222391	0
1556527279.223391	0
1556527279.224391	0
1556527279.225960	39.514089
1556527279.226960	0
1556527279.227960	0
1556527279.229608	15.141494
1556527279.230608	0
1556527279.231608	0
1556527279.232608	0
1556527279.233777	2.649891
1556527279.234777	0
1556527279.235777	0
1556527279.236777	0
1556527279.237820	10.930235
1556527279.238820	0
1556527279.239820	0
1556527279.240820	0
1556527279.242222	7.528596
1556527279.243222	0
1556527279.244222	0
1556527279.245696	9.540045
1556527279.246696	0
1556527279.247696	0
1556527279.248696	0
1556527279.249800	8.075757
1556527279.250800	0
1556527279.251800	0
1556527279.253748	27.982366
1556527279.254748	0
1556527279.255748	0
1556527279.257744	22.116103
1556527279.258744	0
1556527279.259744	0
1556527279.260744	0
1556527279.262003	40.614902
1556527279.263272	147.982717
1556527279.264527	143.854103
1556527279.266029	117.697412
1556527279.267463	115.551122
1556527279.269106	67.241329
1556527279.270106	0
1556527279.271106	0
1556527279.272106	0
1556527279.273106	0
1556527279.274421	13.837527
1556527279.275421	0
1556527279.276421	0
1556527279.277555	8.257436
1556527279.278873	41.910275
1556527279.279873	0
1556527279.280873	0
1556527279.282068	10.372957
1556527279.283254	18.631283
1556527279.284254	0
1556527279.285254	0
1556527279.286254	0
1556527279.287254	0
1556527279.288254	0
1556527279.289267	5.511597
1556527279.290267	0
1556527279.291267	0
1556527279.292267	0
1556527279.293267	0
1556527279.294663	8.189466
1556527279.295663	0
1556527279.296663	0
1556527279.297995	9.946193
1556527279.298995	0
1556527279.300633	12.563991
1556527279.301868	8.945174
1556527279.302868	0
1556527279.303868	0
1556527279.304868	0
1556527279.306121	15.584730
1556527279.307121	0
1556527279.308121	0
1556527279.309921	8.721797
1556527279.310921	0
1556527279.311921	0
1556527279.313837	11.284262
1556527279.315215	125.519723
1556527279.316215	0
1556527279.317825	39.544715
1556527279.318825	0
1556527279.319825	0
1556527279.321822	19.348127
1556527279.323119	119.247059
1556527279.324341	126.551697
1556527279.325705	129.588533
1556527279.326926	117.627026
1556527279.328133	97.535848
1556527279.329133	0
1556527279.330187	23.356471
1556527279.331894	12.944825
1556527279.333872	16.754007
1556527279.334872	0
1556527279.335872	0
1556527279.337546	17.011291
1556527279.339210	8.913598
1556527279.340210	0
1556527279.341721	4.399544
1556527279.342721	0
1556527279.343721	0
1556527279.345247	3.133139
1556527279.346247	0
1556527279.347247	0
1556527279.348247	0
1556527279.349247	0
1556527279.350247	0
1556527279.351455	3.559106
1556527279.352455	0
1556527279.353455	0
1556527279.355452	2.763853
1556527279.356452	0
1556527279.357696	14.769231
1556527279.358696	0
1556527279.359696	0
1556527279.361543	14.358847
1556527279.363134	48.606624
1556527279.364134	0
1556527279.365798	12.440308
1556527279.366798	0
1556527279.367798	0
1556527279.368798	0
1556527279.370021	18.311523
1556527279.371059	134.733747
1556527279.372059	0
1556527279.373697	18.184907
1556527279.374697	0
1556527279.375697	0
1556527279.376697	0
1556527279.378258	16.955149
1556527279.379258	0
1556527279.380258	0
1556527279.381773	44.000814
1556527279.382780	153.575758
1556527279.383813	160.443213
1556527279.384831	130.218267
1556527279.385878	126.601093
1556527279.387059	159.037351
1556527279.388059	0
1556527279.389059	0
1556527279.390935	17.101310
1556527279.391935	0
1556527279.392935	0
1556527279.394381	3.205756
1556527279.395381	0
1556527279.396381	0
1556527279.398071	8.981586
1556527279.399071	0
1556527279.400071	0
1556527279.401644	3.091952
1556527279.402644	0
1556527279.403644	0
1556527279.404644	0
1556527279.405644	0
1556527279.406644	0
1556527279.407706	3.644773
1556527279.408706	0
1556527279.409997	14.466438
1556527279.410997	0
1556527279.411997	0
1556527279.412997	0
1556527279.414777	6.933413
1556527279.415777	0
1556527279.416777	0
1556527279.418144	9.843365
1556527279.419144	0
1556527279.420144	0
1556527279.421397	13.584286
1556527279.422410	141.767004
1556527279.423574	142.367882
1556527279.424640	145.091478
1556527279.425676	170.588127
1556527279.426943	119.087693
1556527279.427943	0
1556527279.429459	41.021131
1556527279.430459	0
1556527279.432042	12.831903
1556527279.433706	39.830372
1556527279.434706	0
1556527279.436371	20.726427
1556527279.437824	22.810633
1556527279.438842	151.921311
1556527279.440079	148.774094
1556527279.441261	171.423961
1556527279.442309	105.428896
1556527279.443472	151.983600
1556527279.444472	0
1556527279.445953	13.358447
1556527279.446953	0
1556527279.447953	0
1556527279.449406	3.199337
1556527279.450406	0
1556527279.451406	0
1556527279.452406	0
1556527279.453447	5.467375
1556527279.454447	0
1556527279.455447	0
1556527279.456447	0
1556527279.457868	4.997681
1556527279.458868	0
1556527279.459868	0
1556527279.461586	5.942799
1556527279.462586	0
1556527279.463586	0
1556527279.464586	0
1556527279.465766	5.285877
1556527279.466766	0
1556527279.467766	0
1556527279.468766	0
1556527279.469766	0
1556527279.471611	3.780062
1556527279.472611	0
1556527279.473663	26.917625
1556527279.474676	32.723164
1556527279.475676	0
1556527279.476676	0
1556527279.477676	0
1556527279.478676	0
1556527279.479676	0
1556527279.480956	5.277248
1556527279.481984	182.721410
1556527279.483008	129.460303
1556527279.484021	163.577312
1556527279.485076	146.599774
1556527279.486076	0
1556527279.487076	0
1556527279.488143	50.427861
1556527279.489621	7.474754
1556527279.490621	0
1556527279.491621	0
1556527279.493563	14.012338
1556527279.494563	0
1556527279.495563	0
1556527279.496563	0
1556527279.498055	12.296587
1556527279.499055	0
1556527279.500055	0
1556527279.501420	32.829814
1556527279.502697	34.604929
1556527279.503756	146.038721
1556527279.504794	159.669194
1556527279.505797	99.126218
1556527279.507033	130.987078
1556527279.508033	0
1556527279.509523	19.268026
1556527279.510523	0
1556527279.511523	0
1556527279.512523	0
1556527279.513938	10.008856
1556527279.514938	0
1556527279.515938	0
1556527279.516938	0
1556527279.518923	6.648238
1556527279.519923	0
1556527279.521824	3.808334
1556527279.522824	0
1556527279.523824	0
1556527279.524824	0
